kiwi_te reo_te reo maori_whanau,kiwi,1,,1,proper noun,PN,YES
kiwi_te reo_te reo maori_whanau,te reo,1,,1,core,SC,YES
kiwi_te reo_te reo maori_whanau,te reo maori,1,,2,proper noun,PN,NO
kiwi_te reo_te reo maori_whanau,whanau,1,,1,core,SC,YES
puanga_waka,puanga,1,,1,cultural,FF,NO
puanga_waka,waka,1,,1,cultural,MC,YES
tamariki_whanau,tamariki,1,,2,core,SC,YES
tamariki_whanau,whanau,1,,1,core,SC,YES
kapa haka_karakia_kiwi_te reo_waiata,kapa haka,1,,1,cultural,SC,YES
kapa haka_karakia_kiwi_te reo_waiata,karakia,1,,3,cultural,SC,YES
kapa haka_karakia_kiwi_te reo_waiata,kiwi,1,,1,proper noun,PN,YES
kapa haka_karakia_kiwi_te reo_waiata,te reo,1,,1,core,SC,YES
kapa haka_karakia_kiwi_te reo_waiata,waiata,1,,2,core,SC,YES
