kiwi_te reo_te reo maori_whanau,kiwi,1,,PN,proper noun,1,YES
kiwi_te reo_te reo maori_whanau,te reo,1,,SC,core,2,YES
kiwi_te reo_te reo maori_whanau,te reo maori,1,,PN,proper noun,3,NO
kiwi_te reo_te reo maori_whanau,whanau,1,,SC,core,1,YES
puanga_waka,puanga,1,,PN,cultural,1,NO
puanga_waka,waka,1,,MC,cultural,1,YES
tamariki_whanau,tamariki,1,,SC,core,1,YES
tamariki_whanau,whanau,1,,SC,core,1,YES
kapa haka_karakia_kiwi_te reo_waiata,kapa haka,1,,SC,cultural,2,YES
kapa haka_karakia_kiwi_te reo_waiata,karakia,1,,SC,cultural,1,YES
kapa haka_karakia_kiwi_te reo_waiata,kiwi,1,,PN,proper noun,1,YES
kapa haka_karakia_kiwi_te reo_waiata,te reo,1,,SC,core,2,YES
kapa haka_karakia_kiwi_te reo_waiata,waiata,1,,SC,core,1,YES
